bus_id,vector
-B1en4UZJzJEBiFjp1OJSQ,"[1.102760910987854, -1.401578664779663, 0.18367095291614532, -0.4751543402671814, 0.020077912136912346, -0.008387050591409206, 0.9213852286338806, 0.18679723143577576, 0.3469334542751312, 0.9871482849121094, -0.37086763978004456, -1.1320345401763916, -0.08614791929721832, 1.3555856943130493, 0.166977658867836, 0.9569103717803955, -1.1455994844436646, 0.24241134524345398, -0.2786039113998413, -0.027456611394882202, -0.5315484404563904, 0.31861352920532227, 0.570281445980072, -0.024907248094677925, -0.5538180470466614, 0.24992847442626953, -1.3752304315567017, -1.241517424583435, 0.14732250571250916, -0.7787202596664429]"
-Jhlh8Scjy669NdtCfKSSg,"[0.01065076794475317, -0.1813197284936905, 0.1218550056219101, -0.09563414007425308, 0.13005749881267548, -0.0970589891076088, -0.07094503194093704, -0.5286409258842468, 0.19831863045692444, -0.21501527726650238, -1.050452470779419, -0.11034509539604187, 0.5383567214012146, 0.8886603713035583, 0.665535032749176, 0.7920408248901367, 0.22512905299663544, -0.004464650992304087, 0.01566442847251892, -0.05406177416443825, 0.28035086393356323, -0.17293700575828552, -0.3861742615699768, -0.05006265267729759, -0.2529344856739044, 0.14295540750026703, -0.02939222753047943, -0.3605383634567261, -0.582141101360321, -0.07974661141633987]"
-Kp3zrztXidqYMWra6NWkw,"[1.009272813796997, 0.3282738924026489, -1.3467026948928833, -0.20359227061271667, 2.2013540267944336, -0.2818330228328705, 2.3230674266815186, -0.7513080835342407, -0.02744370512664318, -0.6479203104972839, -0.9749658107757568, -0.9058531522750854, -0.4392930865287781, 1.1676844358444214, -2.183215856552124, -0.7943006753921509, -0.624857485294342, -1.5417656898498535, -2.1677908897399902, 0.09200234711170197, -0.586967408657074, 0.3882264196872711, -0.7269845604896545, -0.4721544682979584, 0.6704320907592773, -0.33414971828460693, 0.1523890644311905, 0.29106462001800537, 0.6205888986587524, 0.5558910369873047]"
-LfTBo0oa_uD454ScEW2XA,"[-0.6540817618370056, -5.1240007451269776e-05, -0.24458597600460052, -0.2020057886838913, -0.04302776977419853, -0.09507737308740616, -0.6368200778961182, 0.33819782733917236, 0.5403117537498474, -0.30904075503349304, -0.42860132455825806, 0.1230059340596199, 0.2416568547487259, -0.09442111849784851, 0.1662084013223648, 0.17165949940681458, 0.400232195854187, -0.8237603902816772, -0.50233393907547, -0.37423187494277954, 1.1352630853652954, 0.5414325594902039, 0.24574103951454163, -0.050479527562856674, 0.18183550238609314, 0.11047278344631195, -0.3525179624557495, -1.0484448671340942, -0.3108290731906891, 0.1975386142730713]"
-M7gHL2kShmPBqMif9_C9w,"[0.7260373830795288, -0.08360978215932846, -1.0574933290481567, 0.05073555186390877, 0.841008722782135, 0.35009485483169556, 0.7447299957275391, 0.4943799376487732, -0.11352716386318207, -1.188071608543396, 0.03679068386554718, 1.0809246301651, -0.37900421023368835, -0.6536725163459778, -0.18880753219127655, -0.8210586309432983, 0.044177524745464325, -1.4709115028381348, -0.9873912930488586, -0.7343046069145203, -0.9902760982513428, 0.6198217868804932, 1.561440348625183, -0.9764663577079773, 0.10818278044462204, -0.364920973777771, -0.6391255855560303, -1.6826597452163696, 0.028412558138370514, -1.6616098880767822]"
-PBIdZVMvKaOs6Kbn1kFkQ,"[0.6275641918182373, -0.0017164949094876647, -0.6361749768257141, -0.001907860510982573, -0.20065253973007202, 0.38530826568603516, 0.5301867723464966, 0.518498957157135, -0.7122255563735962, -0.586247444152832, 0.002418436808511615, -0.30894380807876587, 0.08330529928207397, 0.062363237142562866, -1.4509353637695312, -1.4043619632720947, 0.05631343647837639, -0.9955763816833496, -0.23407906293869019, -0.8972967863082886, 0.780055046081543, 0.14678475260734558, 0.7448439598083496, -0.9689185619354248, 0.6422799229621887, -0.6810662150382996, 0.8984742164611816, -0.6598672866821289, 0.8518853187561035, -0.08334140479564667]"
-S1BkxguVmi2G_O6Bcoabg,"[-0.40531662106513977, -0.6773070693016052, 0.11251283437013626, 0.2719578444957733, 0.014921599999070168, -0.20283366739749908, -0.4240584373474121, 0.44851458072662354, 0.12639784812927246, -0.5830434560775757, -0.2855820059776306, 0.058539412915706635, 0.04676396772265434, 0.08019701391458511, -0.2330879271030426, -0.17123311758041382, 0.8694505095481873, -0.9071439504623413, -0.2538006007671356, -0.33709606528282166, 1.1054463386535645, 0.20528723299503326, 0.12350358814001083, 0.9192443490028381, 0.4141918122768402, -0.15528422594070435, 0.219946950674057, -0.7018284201622009, 0.4206746518611908, 0.004987161606550217]"
-V5TWGIPD8KYBr9fhq0h8Q,"[0.5294669270515442, 0.4894659221172333, -0.32712113857269287, -0.5031042695045471, 0.26387766003608704, 0.9192483425140381, 0.43957051634788513, -1.080784559249878, 0.29997602105140686, -1.3687090873718262, 0.6022332310676575, 0.025365348905324936, -0.24714337289333344, 1.297003149986267, -0.23149293661117554, -0.4996110498905182, 0.2225506752729416, -1.0111275911331177, 0.07667620480060577, -0.12903568148612976, -0.10929962992668152, -0.0027833241038024426, 0.051534246653318405, -0.5738593339920044, 0.004983637947589159, -0.24507400393486023, -0.6438049674034119, -0.8690196871757507, -2.117762327194214, -0.48766377568244934]"
-ViwF2TdQ7B2N8jy_ykC5Q,"[-0.28660672903060913, -0.0047378079034388065, 0.10148169845342636, 0.2958226501941681, -0.6845434904098511, 1.1515549421310425, -0.05844837427139282, 0.4018373191356659, -0.31644824147224426, -1.6815838813781738, 0.5605196356773376, 1.4472991228103638, -0.07495462894439697, 0.7780353426933289, 0.2758800685405731, -0.4893370270729065, -0.45074954628944397, -1.0978350639343262, -0.22946645319461823, -1.3724840879440308, -0.3554900586605072, 0.08725692331790924, -0.07745932787656784, -0.03427460417151451, -0.6541357636451721, -0.8677576184272766, -0.21989504992961884, -0.7523358464241028, -0.5916045904159546, 0.49494004249572754]"
-Vse9oEceHIyCzVK7fSdbA,"[0.5159155130386353, -0.9940170645713806, 0.23825600743293762, -0.777605414390564, 0.2931358814239502, -0.3985687792301178, 0.14298105239868164, 0.15063735842704773, 0.07335911691188812, -0.054328665137290955, -0.5383533239364624, -0.6090601682662964, 0.004424560349434614, -1.2201780080795288, 0.07241184264421463, -0.3533506393432617, 0.35015901923179626, -0.7097294926643372, -0.13144277036190033, -0.9785948395729065, 0.09924324601888657, -0.14342284202575684, 0.6785399913787842, -0.607633650302887, -0.18579824268817902, -0.06630312651395798, -0.028865689411759377, -0.6536818742752075, -0.14439108967781067, -1.1301640272140503]"
-XH3-e3jDVdjHJq7GfNY7w,"[0.17548294365406036, -0.5372202396392822, -0.04417842999100685, -0.6332014799118042, 0.30183809995651245, 0.5111086368560791, 0.45562052726745605, 0.8994122743606567, 0.03316093608736992, 0.25561878085136414, -0.9285452961921692, 0.33225783705711365, 0.6030886769294739, -0.4673699140548706, 0.4983866810798645, -0.2632041275501251, 0.2591480314731598, -0.14701978862285614, 0.6754113435745239, -0.5734261274337769, 0.054050181061029434, -0.45840197801589966, 0.2231569141149521, -0.2863691449165344, 1.1158063411712646, 1.2246801853179932, 0.31833550333976746, -0.8872649073600769, -0.42060500383377075, -0.02813110500574112]"
-dV63OdNI9wE87aDDUre2A,"[0.2716653347015381, -0.019359726458787918, -1.065537452697754, -0.7499523758888245, -0.446723610162735, 1.1988279819488525, 0.6616068482398987, 0.1742974817752838, 0.09286362677812576, 0.08855166286230087, 0.3918473422527313, -0.308547705411911, 0.11036138236522675, 0.9904333353042603, -1.2284374237060547, -0.41692185401916504, -0.483489066362381, -0.2732394337654114, 1.1821423768997192, -1.8090436458587646, 0.009307021275162697, 0.6755474805831909, 0.8951008319854736, -0.7704163193702698, -0.07755806297063828, -0.7747393846511841, 0.17171089351177216, -0.8554410934448242, -0.7445714473724365, 0.9833211898803711]"
-fiUXzkxRfbHY9TKWwuptw,"[-0.38035494089126587, -0.21548719704151154, 0.14603367447853088, 0.2130630612373352, 0.3270743787288666, -0.1254483312368393, -0.3856443464756012, -0.4578174352645874, 0.5069416165351868, -0.597133219242096, -1.177493691444397, 0.10853094607591629, 0.2607741355895996, 0.702725350856781, 0.23988869786262512, 0.5948107838630676, 0.5548925399780273, -0.15116113424301147, -0.39353105425834656, -0.1834983229637146, 0.22714777290821075, -0.5332225561141968, -0.34995460510253906, 0.3234582841396332, 0.21601931750774384, 0.39530616998672485, 0.11183921247720718, -0.3365192115306854, -0.7309787273406982, -0.17569757997989655]"
-hliqBp7tq7Z5XLaTLAXAg,"[-0.1603766828775406, -0.38126617670059204, -0.14638659358024597, -0.5504705309867859, 0.14250867068767548, -0.6006877422332764, 0.04830999672412872, 0.2395763099193573, 0.41513004899024963, 0.2872704267501831, -0.3013133704662323, -0.07990791648626328, 0.14697568118572235, -0.2020478993654251, 0.22799302637577057, 0.019883759319782257, 0.4598669409751892, -0.5432859063148499, -0.47786134481430054, -0.23512013256549835, 0.9454463720321655, 0.33568838238716125, 0.7902902960777283, 0.40827369689941406, 0.3041221499443054, -0.30669376254081726, 0.24442745745182037, -1.1563911437988281, -0.33629724383354187, -0.4174032211303711]"
-i3dOjumvOw-52aGXU1xDg,"[-0.11633046716451645, 0.08463927358388901, -0.7249975204467773, 0.3564395606517792, 0.0335492268204689, 0.05835975706577301, 0.44809839129447937, -0.21035289764404297, 0.7532079219818115, -0.9357391595840454, 0.23856626451015472, 0.3908056616783142, 0.39874592423439026, -0.004979453980922699, -0.8413873314857483, -0.9298045635223389, 0.14645971357822418, -0.9433606863021851, -0.9109296798706055, -0.23427714407444, 0.9690331816673279, -0.011447918601334095, 0.6310145258903503, -0.30700647830963135, 0.7430530190467834, 0.19985699653625488, -0.19099432229995728, -0.5343496203422546, 0.217555969953537, -0.017561422660946846]"
-jGoRjpTw3N9IAUhD8k5Tg,"[1.350721001625061, 1.5069228410720825, 0.3272433578968048, 0.5713984966278076, 0.5345631241798401, 0.15955467522144318, 0.46714651584625244, -0.9642278552055359, -0.3221184313297272, -0.40205490589141846, 0.42389726638793945, -0.04981232061982155, -0.4585462212562561, 2.0043258666992188, 0.22238028049468994, -1.4132170677185059, 1.567047357559204, -0.825304388999939, -0.41520559787750244, -1.167603850364685, 0.20754776895046234, 0.8780245184898376, 1.1711187362670898, -2.2961971759796143, -0.0054740686900913715, 0.31755656003952026, -1.0612883567810059, -0.6803165674209595, -2.062401294708252, -0.5473718643188477]"
-oxCk2IIY132_7EDweDOLw,"[-0.2379857897758484, 0.6502487063407898, -1.797041893005371, 0.378841370344162, 0.9630528092384338, -0.48407527804374695, 1.1227223873138428, 0.575618326663971, 0.6629334092140198, -0.6983915567398071, -1.1417700052261353, -1.0182725191116333, 1.2702653408050537, 0.8491213321685791, -2.1845951080322266, 0.47223424911499023, -0.27363118529319763, -0.44450193643569946, -0.21562327444553375, -0.4286094605922699, -0.3726217746734619, -0.45223984122276306, -0.34284570813179016, -1.465903878211975, -1.5223782062530518, -2.047001361846924, 0.020128395408391953, -1.4280039072036743, 0.5181487798690796, -0.03419340401887894]"
-tdbaE1aNrhXF7OeMZcFpQ,"[1.030639410018921, 0.03733653202652931, -0.33153924345970154, 1.6302810907363892, 1.5023267269134521, -0.2039935141801834, 1.048689365386963, 1.3229199647903442, -0.9379569292068481, -0.4775021970272064, 0.020158767700195312, -0.10000500082969666, -1.840293288230896, 0.6599847078323364, -0.41253864765167236, -0.3962423801422119, -0.35101813077926636, -1.5082273483276367, 0.46266940236091614, -0.47852399945259094, -0.8730330467224121, 0.43114224076271057, 0.3740091323852539, -0.13475380837917328, 0.19805613160133362, -0.2434598207473755, -0.5101425647735596, -1.1932244300842285, -0.17128290235996246, -0.9415993094444275]"
-zEpEmDfFQL-ph0N3BDlXA,"[0.019590210169553757, -0.5199010372161865, 0.06123063713312149, -0.11720007658004761, 0.5418292880058289, 0.7885133624076843, 0.07576898485422134, -0.10575643926858902, 0.02704402059316635, 0.4021134376525879, -0.4688592553138733, 0.9073700308799744, 1.1844854354858398, 0.2822495400905609, 0.950609028339386, 0.1254049688577652, -0.5490735173225403, 0.07877980917692184, 0.23343484103679657, -0.5090981721878052, -0.4035554528236389, -0.49159201979637146, -0.19156566262245178, 0.4638015925884247, -0.040645670145750046, 0.7724250555038452, -0.00865623727440834, -0.6343530416488647, -0.09703091531991959, 0.526326060295105]"
0-WocGTpO3Zm4q1Zzz49Rw,"[0.14637887477874756, -0.6309462785720825, -0.044108498841524124, -0.07743243873119354, 0.5740510821342468, 0.7507292032241821, 0.3774946331977844, 0.47842735052108765, 0.15707972645759583, 0.3338196575641632, -0.6674691438674927, 0.6218956112861633, 1.2728192806243896, 0.46197208762168884, 1.0412156581878662, 0.18822649121284485, -0.278455525636673, 0.4701160192489624, -0.05843194201588631, -0.17319878935813904, -0.36287933588027954, -0.5743215084075928, -0.10310478508472443, 0.3499774932861328, 0.010391593910753727, 0.35284939408302307, 0.26373717188835144, -0.7875657081604004, 0.24022173881530762, 0.7014337182044983]"
03vc5gCw-u2V2BrYb3r8kw,"[0.30957314372062683, 0.008283278904855251, -1.091097354888916, 1.1684975624084473, 0.09401321411132812, 0.7273994088172913, 2.4317240715026855, 0.9203842282295227, -0.0010221588890999556, 0.05470924824476242, 0.19201816618442535, 0.8903447389602661, -0.953141987323761, 0.37902888655662537, 0.5195231437683105, -0.5122104287147522, -0.75126051902771, -1.0756747722625732, -0.15483303368091583, 0.09923310577869415, -0.7236049771308899, -0.914191722869873, 0.8585957884788513, -0.2767074406147003, -0.10874208807945251, 0.1267935335636139, -1.0931044816970825, -1.4566373825073242, 0.5795617699623108, 0.38448816537857056]"
041MeN6rfUxzyE5TXi2Fpg,"[0.6497215032577515, 0.6705230474472046, -0.8183899521827698, -0.04741755872964859, 0.053671400994062424, -0.533348798751831, 1.8128976821899414, 0.5213887095451355, -0.6589138507843018, -1.4307951927185059, -0.09580156207084656, -0.26094111800193787, 0.1872372180223465, 1.4007961750030518, -2.0536856651306152, -1.6609442234039307, -0.25348925590515137, -0.7447085380554199, -0.8013080358505249, -0.7042786478996277, -0.7714967131614685, 0.5756416320800781, -0.3721045255661011, -0.4328380525112152, 0.8447701930999756, -0.520117998123169, -0.4960547983646393, -0.5615872740745544, -0.13219863176345825, 0.07017824053764343]"
08xwfgONKGqke1wwuby3wg,"[-0.3150838315486908, -0.7127984762191772, 0.6025028824806213, -0.5903050303459167, 0.850245475769043, -0.03964100778102875, 1.2686337232589722, 0.34566327929496765, 1.1201708316802979, 0.008699812926352024, 0.3545188903808594, 0.0682748407125473, 0.10415568202733994, -0.04215840622782707, -1.2517099380493164, -0.8647002577781677, -0.05381729453802109, -0.47588256001472473, 0.3398573398590088, -0.38720494508743286, 0.42096948623657227, 0.5873619318008423, 1.3455640077590942, -1.3216829299926758, 0.7219656109809875, 0.1616818606853485, 0.05107245221734047, -0.6239336133003235, 0.19572009146213531, 0.35307759046554565]"
0EWcuUX4d1MHcVdIJIX7gA,"[0.02049311436712742, -0.6621728539466858, -0.8803727626800537, 0.29756203293800354, 1.497485637664795, 0.5402795672416687, 0.5243880748748779, 0.47845524549484253, 0.6008805632591248, 0.2280322015285492, 0.9839791655540466, -0.4310097098350525, 0.12571948766708374, -0.3196165859699249, -1.1699684858322144, -0.9259058237075806, 0.14210665225982666, -0.8300281167030334, -0.3431001305580139, -0.5720138549804688, 0.36347436904907227, -0.2724142074584961, 1.119423270225525, -0.9398524165153503, 1.6504085063934326, -0.18914125859737396, 0.5953048467636108, -0.6866174340248108, -0.5876383781433105, 0.27370747923851013]"
0FrYsoVHheQGoXEQsH2d2Q,"[0.08130240440368652, -0.0929429903626442, -0.4409911036491394, -0.3073737323284149, 0.3804488480091095, -0.02761901542544365, 0.3962517976760864, -0.1939130574464798, 1.0379010438919067, -0.0019541685469448566, -0.04379401355981827, 0.3348287343978882, -0.07633697241544724, 0.265431672334671, -0.029552485793828964, -0.44177791476249695, 0.4073760509490967, -0.1975851207971573, -0.3227846622467041, -0.17957133054733276, 1.0999138355255127, -0.06090190261602402, 0.5798577070236206, -0.47863566875457764, 0.4036603271961212, 0.9542725086212158, -0.4301774501800537, -0.5533260703086853, -0.5823431611061096, -0.26554715633392334]"
0JuoeJqTVTBgsyQ-evN_Pw,"[0.6279709935188293, -0.039088159799575806, -0.3370676338672638, 0.17163291573524475, -0.163613423705101, 2.3753292560577393, 1.7288146018981934, 0.18917782604694366, -0.03330414742231369, -0.41637974977493286, 0.8305961489677429, -0.6656018495559692, -0.14656303822994232, 1.0366884469985962, 0.1107635647058487, -0.43908581137657166, 0.2539885938167572, 0.9523093700408936, 0.6396869421005249, -0.23783351480960846, 1.8931375741958618, -0.08254491537809372, 1.1036945581436157, -0.5627790689468384, -0.3687441349029541, 0.6740996837615967, -1.5736764669418335, -0.7820287942886353, -1.9596151113510132, -0.42773187160491943]"
0LCgN42C9H6iqClFevdiBA,"[-0.0918850377202034, -0.30384382605552673, -0.020926643162965775, 0.029849497601389885, 0.6925437450408936, -0.06489548832178116, -0.16870570182800293, 0.3307196795940399, 0.5408541560173035, -0.48003268241882324, -1.0192474126815796, -0.9925614595413208, 0.3237723708152771, 0.21665625274181366, 0.360097736120224, 0.03448201343417168, 0.7871812582015991, -0.08092448115348816, 0.8834289908409119, 0.139797642827034, 0.46321389079093933, -0.40656185150146484, -0.2417166531085968, 0.35693052411079407, 0.6452104449272156, 0.26480522751808167, 0.14227236807346344, -0.9043951034545898, -0.5287975668907166, -0.5709153413772583]"
0M64gsVxtXnUcTADQPAvCQ,"[0.06493470072746277, 0.7524974346160889, -1.0540580749511719, -0.3376801013946533, -0.12200938910245895, 1.0484527349472046, 1.5180758237838745, 0.706008791923523, -0.31242281198501587, -0.8420702219009399, 0.31783366203308105, 1.7207238674163818, 0.6829227805137634, 0.22399547696113586, -0.5901515483856201, -1.944724440574646, -0.10564958304166794, -1.594604253768921, 0.45867547392845154, -0.33529192209243774, 0.9321178793907166, 2.0525476932525635, 0.07416564971208572, -1.0323761701583862, -0.011788380332291126, -1.2262917757034302, -0.9303209185600281, -0.6661339402198792, -0.3294072151184082, 1.10760498046875]"
0QgFIP9W0eGZSxCSQRQSCg,"[0.5468539595603943, -1.131669521331787, 0.7325245141983032, 0.9221742749214172, 1.2717771530151367, -0.12770617008209229, 0.294197678565979, 1.6869999170303345, 0.2851589620113373, 0.13125237822532654, 0.07940515875816345, -1.788338541984558, 1.3936643600463867, 0.4704322814941406, 0.06101340800523758, -1.2560558319091797, 0.4709223210811615, -0.7425240874290466, -0.20077399909496307, -0.3785097897052765, -0.14892756938934326, -0.2313651740550995, 0.7345650792121887, 0.07646701484918594, 1.9808577299118042, 0.4363291561603546, 1.6930567026138306, -0.9396857619285583, 1.0599669218063354, -0.6261776089668274]"
0ShwfHpDi1c6qAZc7P2lzg,"[0.8334378600120544, 0.07652220129966736, -0.6710408926010132, 0.3233962655067444, 0.5144933462142944, -0.33572372794151306, 1.3033788204193115, -0.2691115438938141, -0.964873731136322, 0.22224485874176025, -0.0035797273740172386, -0.5124658346176147, 1.0016502141952515, -0.3756107985973358, -0.3423254191875458, -1.1922965049743652, 0.292516827583313, 0.31442275643348694, -0.18806834518909454, -1.3629124164581299, -0.9302147626876831, 0.6494521498680115, -0.24220120906829834, -0.8486964106559753, -0.637367308139801, -1.2611325979232788, 1.1317863464355469, -1.184735655784607, 0.4242483377456665, -1.4443113803863525]"
0Tiq09V_kdMFPa1cL6I0AA,"[-0.5400524139404297, -0.5746291875839233, 0.37471601366996765, -0.12123268097639084, 0.5822212100028992, -0.5433818697929382, 0.029148712754249573, 0.29025518894195557, 0.9899407029151917, -0.3116060495376587, -0.36779454350471497, 0.13299566507339478, 0.014821937307715416, -0.1649324595928192, -0.2911853790283203, -0.38607439398765564, 0.9812479019165039, -1.1320174932479858, -0.3337375521659851, -0.29811355471611023, 0.5723167657852173, -0.10330842435359955, 0.070304274559021, 0.04806879535317421, 1.210317850112915, 0.48156964778900146, 0.5099766254425049, -0.37854188680648804, -0.1462271511554718, 0.19359071552753448]"
0WOlYhMZFtitsupK3VP_2w,"[1.3086841106414795, -1.040234088897705, -0.923973560333252, 0.16713528335094452, 0.3081342875957489, 0.7711483836174011, 1.475311517715454, 0.8700198531150818, -0.6388081908226013, -0.050167568027973175, -0.6616719961166382, -0.43543973565101624, -0.09438430517911911, -0.6235904693603516, 0.10005886107683182, -1.1161103248596191, -0.8600627183914185, -0.49973735213279724, -0.25203418731689453, -0.9273397922515869, -1.8893336057662964, 0.8370271325111389, 1.0111641883850098, -0.6803645491600037, -0.07437504082918167, -0.550891101360321, -0.310162752866745, -1.4240226745605469, 0.4907396137714386, -1.1714884042739868]"
0XXLP24RXJxQ_yemvKcPiA,"[1.213490605354309, 0.5890169739723206, 0.874049723148346, 1.1386091709136963, 0.8564179539680481, -0.7781606316566467, 0.957563579082489, -0.6933918595314026, -1.6340454816818237, 0.3634364604949951, -0.8952742218971252, -0.3971289396286011, -0.242391899228096, 1.079105257987976, 0.07596217840909958, 0.3971065282821655, -0.33884197473526, -0.6693345904350281, 0.036524731665849686, -0.5375393033027649, -1.6074720621109009, 0.6363266706466675, -2.1457393169403076, -1.249607801437378, 0.014671624638140202, -0.10237780213356018, -1.7008252143859863, -1.1324175596237183, -2.465052604675293, -2.365431547164917]"
