user_id,bus_id,rating,date,lat,lon
gzNyfT5tH9Qk93DHX1Vu7g,9MnbQg7kfb_WgxoV0hXKSQ,4,2017-03-07,40.1138182155,-88.2076892527
gzNyfT5tH9Qk93DHX1Vu7g,zQNJwaWR1M1zDjLNVJiNEw,5,2017-03-01,40.112655,-88.2093142
Be5E1WY_C7sCZTfsBYj2kQ,rMudAMuRcmg3ZO1QeNoNCA,1,2017-12-07,40.1248447,-88.1996768
TIAI44OS8lk2HfRfs-tkMA,miMx3VNOW8qPJC5wEGaIOw,5,2012-03-22,40.1132039812,-88.2031739193
vZL9cjnya5jtAZR928m8VA,lrrUyxzlvqp-niBEj6_6dg,5,2016-07-22,40.1161404,-88.2216747
Iwy8jd2IlWOweT8WR-hVBQ,9JQF2noQKkLrkMzpidAxqw,1,2015-12-10,40.1248566,-88.2211518
P3qT-FKLuTktJvPPKlku7w,D1vTUM0rBlcU39A9emQW8Q,3,2015-10-11,40.1065086,-88.2212475
v_HcIzWj0KmKWaunW2dAvA,8mKV3KThn3wXGL3OVxrCNg,5,2015-06-18,40.111959,-88.208652
v_HcIzWj0KmKWaunW2dAvA,ovApUucCKSb9k0lTP2JieQ,5,2014-08-23,40.1058258,-88.1951387
v_HcIzWj0KmKWaunW2dAvA,Igr5Id1TWyM3JLsY_td9_w,2,2014-11-28,40.1055528,-88.2194171
v_HcIzWj0KmKWaunW2dAvA,o13eH93qmWVNFZogkjhd9w,4,2015-02-27,40.1128225269,-88.2090229914
v_HcIzWj0KmKWaunW2dAvA,tjM2CZqRJ17oFapBTmGovw,2,2014-03-29,40.1168049,-88.2071079
v_HcIzWj0KmKWaunW2dAvA,RWd83o4drIOE60W1meaESA,4,2015-05-01,40.1124479,-88.2084132
v_HcIzWj0KmKWaunW2dAvA,9MnbQg7kfb_WgxoV0hXKSQ,5,2015-02-27,40.1138182155,-88.2076892527
8_dOJHsx7H21N_qL2gqOuQ,sjpsGKPABZDnABCv3wYtUQ,3,2016-09-12,40.1065482,-88.2217353
lTk6V8UbxunqQEj2_zsx3w,kJS54KSS6jvBk68lTmz9Dg,5,2014-07-11,40.094281,-88.191704
n9RLVjXNyJ55O2W20_sSAg,KfGaDOcxPwvD-nlYtjVIpQ,5,2015-08-19,40.129519,-88.198912
891ixGTpSqcsBZ7sSMvlFQ,HjCdJCPnxNtVY6wKbaB0PA,1,2009-07-31,40.1067738,-88.1864635
MkclE8HIHM5vKVynPvP1gw,cDpUshHyJHDEc19TSTulJw,5,2015-03-20,40.1108024867,-88.2064390182
MkclE8HIHM5vKVynPvP1gw,Pz2mK5ZkmiWiHZG0OUcKdw,5,2016-04-17,40.0918284,-88.1890856
MkclE8HIHM5vKVynPvP1gw,yiFcujhdkeDhmXRufMG-lw,3,2015-10-07,40.1137608,-88.2088348
NpoGo7sRnmL8rJi0LJBysg,8mKV3KThn3wXGL3OVxrCNg,5,2015-12-04,40.111959,-88.208652
C2O-K1aEX5ASJp8ka3SDYQ,POuzQLJuPWx0i-dUNdRsWQ,2,2014-10-25,40.1112508,-88.2072358
C2O-K1aEX5ASJp8ka3SDYQ,t0f8qXrKGNWv6j8MGmosRg,1,2014-04-26,40.1065109,-88.2218027
C2O-K1aEX5ASJp8ka3SDYQ,0ptR21GHRuQ1MFtxGNcxzw,5,2010-09-13,40.0838527,-88.1904943
Zjpr7433UuFhN6NLh_bmUQ,rMudAMuRcmg3ZO1QeNoNCA,1,2015-10-03,40.1248447,-88.1996768
q9PqwcwGRLxYqa_FMszWaQ,HAgPykErkXpPJlwOHbY01Q,4,2016-05-04,40.1065109,-88.2218027
xYVKd66qtLjYVXRqo6mQvw,o13eH93qmWVNFZogkjhd9w,4,2013-05-01,40.1128225269,-88.2090229914
WzibgRKOmpo-darbO0utCQ,9MnbQg7kfb_WgxoV0hXKSQ,4,2014-06-22,40.1138182155,-88.2076892527
elO-P5qSQmuQ22vEoTfW8A,tTyFInKm8AY0cY5ujtXZHA,5,2017-12-03,40.1332689,-88.2257743
mcfobfiSbO6_AmG3yH5ejQ,J5Rqkd6yg9nuKi_KfCSTAA,5,2015-09-26,40.113363,-88.216485
D1auWgErABEqLpCACOs0fQ,t0f8qXrKGNWv6j8MGmosRg,1,2016-09-05,40.1065109,-88.2218027
0OGPyK1wkdAYYNZ0pf37qw,begeeyGxPg1Jv8vooAWVTA,5,2015-06-10,40.1105839,-88.2070866
9W8smRn0p7ffasLSJR1DmA,J5Rqkd6yg9nuKi_KfCSTAA,5,2016-05-10,40.113363,-88.216485
_L0FhWW8QNfJcc-OL0JRkQ,6ockUmdOBYBApEsUCJkBzA,5,2016-05-31,40.117278,-88.203156
tFRllykYSbsBdMdgImicFA,9MnbQg7kfb_WgxoV0hXKSQ,4,2014-10-29,40.1138182155,-88.2076892527
dDItDzfPFjt71M4s0H8x1w,vt2NMSbKpVN0r0HI6Az4bw,4,2014-09-21,40.1047765,-88.2246853
82W8zRuD0Nam-QKFI-HIdA,FOSsY1OO0hTxro91Z0GOHQ,5,2016-08-17,40.122974,-88.224435
i6LsIUp8lRwFlawd7xN_UA,wk6E7So8iKp6WW-IQuRwAA,3,2016-10-27,40.1069877,-88.2215126
O41WzZIrN40MNmxhZne70w,BsxefnHbrpDN7HB2hJrEiw,5,2015-02-13,40.1186156,-88.2041131
OrJmgajLIs-sodbB3-7M6A,ZiJVt1CsKoXyqSOZW8V4-A,4,2016-08-01,40.130976,-88.220219
j2cGULhfIFJ1c_6932n-pQ,HWFKuztbtwoqILVrJfacrg,1,2011-01-22,40.1354605,-88.2000889
41NDJa1B3y2NRFxHbIAI6A,8mKV3KThn3wXGL3OVxrCNg,2,2016-09-11,40.111959,-88.208652
bFVP_d5M5wWHi9wUU1zXFw,9MnbQg7kfb_WgxoV0hXKSQ,5,2015-12-14,40.1138182155,-88.2076892527
bFVP_d5M5wWHi9wUU1zXFw,ZQH1s3nTDyclGrQ160NrEQ,4,2015-12-17,40.116214,-88.207915
i8fVibL4I-QIidwUr-1GXA,ZQH1s3nTDyclGrQ160NrEQ,4,2017-07-04,40.116214,-88.207915
i8fVibL4I-QIidwUr-1GXA,yiFcujhdkeDhmXRufMG-lw,4,2015-06-07,40.1137608,-88.2088348
i8fVibL4I-QIidwUr-1GXA,w5Y_FiGPSlPemJVxAZZToQ,3,2015-06-07,40.1065482,-88.2217353
i8fVibL4I-QIidwUr-1GXA,rXIDrS8Rz8r09vH4gjHfGQ,5,2015-12-28,40.1069322429,-88.2234063715
i8fVibL4I-QIidwUr-1GXA,t0f8qXrKGNWv6j8MGmosRg,3,2015-06-06,40.1065109,-88.2218027
i8fVibL4I-QIidwUr-1GXA,D1vTUM0rBlcU39A9emQW8Q,2,2015-12-28,40.1065086,-88.2212475
REy6R2jySO5rQqltc95tSw,Xg0KdzifsyAtHQVwFRUJ5A,2,2016-09-18,40.1172894,-88.2031303
wLvkyZEFfKSwrKV5WYkhuQ,9MnbQg7kfb_WgxoV0hXKSQ,4,2016-02-04,40.1138182155,-88.2076892527
gr7EI1CsYvJsg7c_Vj4cwQ,HpYmkJUqmW2Hm16Xx12Y0w,5,2015-02-20,40.1386623,-88.1960801
gr7EI1CsYvJsg7c_Vj4cwQ,dEKnEqm6Q44copoadiT8Iw,2,2015-06-17,40.1165867,-88.2253774
gr7EI1CsYvJsg7c_Vj4cwQ,yiFcujhdkeDhmXRufMG-lw,3,2015-02-10,40.1137608,-88.2088348
gr7EI1CsYvJsg7c_Vj4cwQ,vCopginiBsz1STNhQPb8XA,4,2015-02-03,40.112757,-88.2085029
gr7EI1CsYvJsg7c_Vj4cwQ,6ockUmdOBYBApEsUCJkBzA,5,2014-12-16,40.117278,-88.203156
gr7EI1CsYvJsg7c_Vj4cwQ,miMx3VNOW8qPJC5wEGaIOw,5,2014-12-15,40.1132039812,-88.2031739193
gr7EI1CsYvJsg7c_Vj4cwQ,t0f8qXrKGNWv6j8MGmosRg,2,2015-01-20,40.1065109,-88.2218027
EUdZFZfsmunRKiDbD-rDpQ,tTyFInKm8AY0cY5ujtXZHA,1,2014-01-03,40.1332689,-88.2257743
oXnw37hq762NG87BhSduHw,RQCwzqEgjzApDf9RY8z6hA,5,2015-10-08,40.1122971,-88.1976247
JORu-dDaUVCbCyHFH6YeZw,y1ouTVkTZttdEdYcvF_koQ,5,2017-07-25,40.1276688,-88.2191804
JORu-dDaUVCbCyHFH6YeZw,1L4YorxS7v3BCB3NcM_diQ,5,2017-07-25,40.1318741,-88.2185822
JORu-dDaUVCbCyHFH6YeZw,C1uqM8hRdRW0GImkDHNqsg,5,2017-02-16,40.122183,-88.201408
UidepWvOvRoQ8Wh2l2CAHA,iZleRh4SOtf4GquA5L8WXw,5,2016-09-05,40.1122506,-88.2080393
D3Os7pZg5YzCgtck0qv5hg,RwHE2Rt-DHlwWuxFLjPbgA,4,2007-10-08,40.1166989,-88.223116
TcJvptOC56hZZGwWM9QSZA,xeG0v0TeunN5m13AeOJDhA,1,2016-05-25,41.975214,-87.899853
GW8AwOecSaa9vMW1RJXcQQ,UmZdQID7QJoyg2R92mK3HA,1,2017-10-17,40.112708,-88.209446
_VzM3P4SlL5BTPySmfelkg,-5NXoZeGBdx3Bdk70tuyCw,2,2016-04-03,40.1176953,-88.2058742
oZdethfRrFpciAveCbCJCg,SVXpyYPAuvJVKcfZ0nMKyg,2,2011-03-10,40.106689,-88.223507
XClZgZxPw4sTEnkqzh-wGA,pVLZQRs67CF4gZCEYCe_3Q,4,2009-02-23,40.128807,-88.197784
XClZgZxPw4sTEnkqzh-wGA,iZleRh4SOtf4GquA5L8WXw,3,2009-03-19,40.1122506,-88.2080393
XClZgZxPw4sTEnkqzh-wGA,NZ3A0xYdnmIG68mZeZV6AA,4,2009-06-17,40.1132,-88.208287
_SVAW_bwFx3G2tDqmsmOBw,9MnbQg7kfb_WgxoV0hXKSQ,5,2012-01-13,40.1138182155,-88.2076892527
UqmUs4QOOUM1FQbOcXjjyQ,9BxyFs3bVmpH63JMs8P_HQ,5,2017-06-21,40.128228,-88.199861
JZMqFIOYmcAgVqFKfN0wjg,ODIfyx5okLpREh511Qqd4g,5,2011-05-22,40.0808719,-88.1904406
35Up39ORQkiKkZSbbjj1LQ,o13eH93qmWVNFZogkjhd9w,5,2015-01-01,40.1128225269,-88.2090229914
35Up39ORQkiKkZSbbjj1LQ,pooZTAru3lMkCGQLBzNu3w,1,2015-10-10,40.1105839,-88.2070866
35Up39ORQkiKkZSbbjj1LQ,Pz2mK5ZkmiWiHZG0OUcKdw,5,2015-01-01,40.0918284,-88.1890856
35Up39ORQkiKkZSbbjj1LQ,CfGeAkLKLoKvzSZJxoaicQ,5,2015-01-01,40.1166834,-88.220908
35Up39ORQkiKkZSbbjj1LQ,pAR9IJFWTxKES1j-jPmghQ,5,2015-01-01,40.125869,-88.199848
35Up39ORQkiKkZSbbjj1LQ,oWQwUw8xfQgi1nVNKgS6vA,4,2015-01-01,40.115461,-88.2086039
w0r1DDY0Loa2H3JOXpe9jA,VHskIuH12SlaguUA83XmYA,1,2016-10-01,40.0974422,-88.190285
rLAGIgoBHL3GPLRiQT9PzA,9MnbQg7kfb_WgxoV0hXKSQ,5,2010-03-16,40.1138182155,-88.2076892527
Gp2sXvMNDgEe2wDxD2DkcA,J5Rqkd6yg9nuKi_KfCSTAA,5,2014-06-12,40.113363,-88.216485
ezsl05d1oBNeb5btCrJ_1A,vCopginiBsz1STNhQPb8XA,5,2014-12-13,40.112757,-88.2085029
RXFt1O-njtZrl8A7Wz7uJg,o13eH93qmWVNFZogkjhd9w,4,2014-08-12,40.1128225269,-88.2090229914
RXFt1O-njtZrl8A7Wz7uJg,0grgvnq4GgoY-estWytUhg,3,2014-08-12,40.1064412,-88.2236523
RXFt1O-njtZrl8A7Wz7uJg,HAgPykErkXpPJlwOHbY01Q,4,2014-08-12,40.1065109,-88.2218027
AajXXyHf5LLQIDudBPMttA,bYCYezhqkhMOTjXHEzDZAw,5,2013-01-24,40.082489,-88.188965
AajXXyHf5LLQIDudBPMttA,wxxn-2vEWky9ROitqfYFzw,5,2013-01-24,40.0927251,-88.1635162
zUygJxXhQFxs65Zqv43Zlw,mqW1uq15v8iABsh9BzDZjA,5,2014-06-21,40.1042791,-88.1982075
zUygJxXhQFxs65Zqv43Zlw,iZleRh4SOtf4GquA5L8WXw,2,2016-08-31,40.1122506,-88.2080393
zUygJxXhQFxs65Zqv43Zlw,yUB8CDsYMES3cN-xcHXCkQ,4,2016-08-31,40.1123976963,-88.209259671
sz0FdhdPhHVQaqBoECyMSA,8mKV3KThn3wXGL3OVxrCNg,5,2014-11-30,40.111959,-88.208652
sz0FdhdPhHVQaqBoECyMSA,LElQBiDw8HyU_LrbjP8C1A,1,2016-04-05,40.1159605,-88.2307377
sz0FdhdPhHVQaqBoECyMSA,o13eH93qmWVNFZogkjhd9w,4,2016-03-02,40.1128225269,-88.2090229914
sz0FdhdPhHVQaqBoECyMSA,ovApUucCKSb9k0lTP2JieQ,4,2016-03-02,40.1058258,-88.1951387
doAiZ9clGdFwP1tVqkdjhQ,nJktGdlCdrH66UtlADlWJg,5,2010-01-19,40.0930433,-88.1906702
QK0vOetCRv92B1ORLRpVrQ,wpGJqeVwtO_dPEG0HFQ0SA,5,2016-09-28,40.0985832214,-88.1928024292
6elAfoeEtvJ7RCFq3eTXPQ,9MnbQg7kfb_WgxoV0hXKSQ,1,2017-10-10,40.1138182155,-88.2076892527
__J6xxbMOZXS1yqfaR1Tqg,9MnbQg7kfb_WgxoV0hXKSQ,4,2013-12-25,40.1138182155,-88.2076892527
__J6xxbMOZXS1yqfaR1Tqg,ZQH1s3nTDyclGrQ160NrEQ,5,2013-06-27,40.116214,-88.207915
Duua53pkq97FDDns6cCmRg,9MnbQg7kfb_WgxoV0hXKSQ,4,2017-10-28,40.1138182155,-88.2076892527
sz0FdhdPhHVQaqBoECyMSA,ckdGk8ForF9zEczmu4-tTA,4,2016-02-03,40.1126128,-88.2113898
sz0FdhdPhHVQaqBoECyMSA,Y-rCSbMqXWk54bKRAIoyUQ,1,2014-12-02,40.1057373,-88.2194085
sz0FdhdPhHVQaqBoECyMSA,w9h-pTp1K6JMos-xzl3Wyw,4,2016-03-10,40.1166669,-88.2226072
sz0FdhdPhHVQaqBoECyMSA,J5U-nbhKSnnX7DJGT6QELg,4,2016-04-08,40.1336703544,-88.1625332782
sz0FdhdPhHVQaqBoECyMSA,o80p16nM5CWbl22JP1nB-w,4,2016-02-03,40.1104575,-88.2070307
sz0FdhdPhHVQaqBoECyMSA,6ockUmdOBYBApEsUCJkBzA,5,2016-02-20,40.117278,-88.203156
sz0FdhdPhHVQaqBoECyMSA,yUB8CDsYMES3cN-xcHXCkQ,4,2016-01-25,40.1123976963,-88.209259671
sz0FdhdPhHVQaqBoECyMSA,Ah4i15g8Ow_zphzcpulTxQ,1,2016-05-09,40.1066554,-88.2236278
sz0FdhdPhHVQaqBoECyMSA,9MnbQg7kfb_WgxoV0hXKSQ,5,2015-03-13,40.1138182155,-88.2076892527
sz0FdhdPhHVQaqBoECyMSA,-5NXoZeGBdx3Bdk70tuyCw,5,2015-05-18,40.1176953,-88.2058742
sz0FdhdPhHVQaqBoECyMSA,RWd83o4drIOE60W1meaESA,1,2015-11-09,40.1124479,-88.2084132
sz0FdhdPhHVQaqBoECyMSA,w5Y_FiGPSlPemJVxAZZToQ,3,2016-05-11,40.1065482,-88.2217353
sz0FdhdPhHVQaqBoECyMSA,HAgPykErkXpPJlwOHbY01Q,5,2014-11-30,40.1065109,-88.2218027
sz0FdhdPhHVQaqBoECyMSA,t0f8qXrKGNWv6j8MGmosRg,2,2015-01-31,40.1065109,-88.2218027
sz0FdhdPhHVQaqBoECyMSA,0grgvnq4GgoY-estWytUhg,5,2014-12-10,40.1064412,-88.2236523
sz0FdhdPhHVQaqBoECyMSA,UTrqsP-oQrwoIOmBv_Jtzg,1,2016-01-25,40.1068411,-88.2218579
sz0FdhdPhHVQaqBoECyMSA,tTyFInKm8AY0cY5ujtXZHA,5,2014-12-24,40.1332689,-88.2257743
63xW-Z8ahuMWYut-hCHkig,CJ0sbMmixbh21d9fUoBEMg,5,2012-01-24,40.1068514924,-88.2236856091
PPxRScVsS2EmT-IZ3F_TvQ,usqqunF6NTw_H0yPwaT5fQ,1,2014-09-06,40.1152909,-88.2042433
NKoj4xoyv2gqwpor4x_i3Q,mqW1uq15v8iABsh9BzDZjA,5,2013-04-20,40.1042791,-88.1982075
gyTypLyxj0RbLJw3wZGZ9Q,pJlHbIoePemy_wQVpWTR2g,2,2013-12-13,40.116597,-88.220285
GXisIXNO-xCyFerXc7xc5Q,pCer-vIZM05p423MFmiSng,5,2014-10-16,40.106822678,-88.2217281018
2MAmPImi5ho4hLidV7L1fw,9MnbQg7kfb_WgxoV0hXKSQ,5,2016-03-09,40.1138182155,-88.2076892527
LR2tj1Dcx3p_R7dy8NLg2A,EDxTsYajwYI2gsL_lT6-6A,5,2012-12-02,40.1130437,-88.2058163
9eyek1GDJwRvmx0KFzJ2-w,pVLZQRs67CF4gZCEYCe_3Q,5,2011-12-14,40.128807,-88.197784
ZvN1APJBBBMP1p1nqHAoXw,KfGaDOcxPwvD-nlYtjVIpQ,5,2014-10-31,40.129519,-88.198912
K-BGStOS-GR1NV1hfy8WEA,9MnbQg7kfb_WgxoV0hXKSQ,4,2014-01-19,40.1138182155,-88.2076892527
1bOukK82vonyOmnY0Wp3iw,9mdaHGTxQkvIuSYAE1PtdQ,5,2012-12-11,40.111784,-88.21075
ulAbDRjhxJSq2mkhI0KRZw,tTyFInKm8AY0cY5ujtXZHA,5,2014-11-12,40.1332689,-88.2257743
EdIhpWoLivhqBH8l7ZQr-g,UmZdQID7QJoyg2R92mK3HA,5,2007-01-07,40.112708,-88.209446
EdIhpWoLivhqBH8l7ZQr-g,o13eH93qmWVNFZogkjhd9w,5,2007-01-08,40.1128225269,-88.2090229914
EdIhpWoLivhqBH8l7ZQr-g,kKCwp86xU9XKRnAALQDhrw,5,2007-01-08,40.106704,-88.225188
k0vjHL2TpBCGGfAEfPH31Q,iZleRh4SOtf4GquA5L8WXw,4,2010-04-10,40.1122506,-88.2080393
VqEfnxlBB6rQOJIHkmmS0g,8mKV3KThn3wXGL3OVxrCNg,5,2017-02-09,40.111959,-88.208652
VqEfnxlBB6rQOJIHkmmS0g,9BxyFs3bVmpH63JMs8P_HQ,5,2017-02-09,40.128228,-88.199861
rtx_TNum4FT6Kjn-JvP9Ew,tfLpb7o_w9nx7UihyLbq1g,5,2016-11-06,40.1310376876,-88.198115317
QM-dtt5FAFUBi2mt_72xFg,f9TKxpYgM_xK4cMdFyeEJQ,5,2014-03-02,40.111024,-88.197063
4XxDihVaiB2TMz-hwIrtHw,7Vaj54SeGM3RupuvNlccOw,5,2011-09-12,40.1127464,-88.2077222
hI8wOGU4EAwY3M891NbzTA,GSe0S6LTB01O5z-6V6T87g,5,2014-03-10,40.113195,-88.207789
ZILxKAo2iu5aNZ7O2dmfLQ,KKOmfySnxK96EtlgOU9Hjg,1,2016-10-20,40.1172246,-88.2051296
KZzdRSve51cpSb8G3RoVbg,9MnbQg7kfb_WgxoV0hXKSQ,4,2011-07-22,40.1138182155,-88.2076892527
KZzdRSve51cpSb8G3RoVbg,o13eH93qmWVNFZogkjhd9w,3,2011-09-08,40.1128225269,-88.2090229914
KZzdRSve51cpSb8G3RoVbg,Ah4i15g8Ow_zphzcpulTxQ,3,2011-12-07,40.1066554,-88.2236278
KZzdRSve51cpSb8G3RoVbg,kKCwp86xU9XKRnAALQDhrw,4,2011-10-09,40.106704,-88.225188
iZ22n3T3m6h8PbJajovGnQ,yUB8CDsYMES3cN-xcHXCkQ,5,2015-01-11,40.1123976963,-88.209259671
iZ22n3T3m6h8PbJajovGnQ,o80p16nM5CWbl22JP1nB-w,4,2015-04-19,40.1104575,-88.2070307
iZ22n3T3m6h8PbJajovGnQ,9MnbQg7kfb_WgxoV0hXKSQ,5,2013-05-17,40.1138182155,-88.2076892527
iZ22n3T3m6h8PbJajovGnQ,Ah4i15g8Ow_zphzcpulTxQ,4,2014-04-06,40.1066554,-88.2236278
E5EcyTQMC9LkuLmEt_tvwA,RPDvyb276n7CWFLBFWPEIg,5,2013-11-11,40.113597,-88.2179419
H4K4515rDr3jLu2WBOn-gg,9MnbQg7kfb_WgxoV0hXKSQ,5,2014-03-14,40.1138182155,-88.2076892527
A1gf7CIunsUCyPG0iBnVRA,vt2NMSbKpVN0r0HI6Az4bw,5,2016-05-16,40.1047765,-88.2246853
0nI8LvORxsLqXImehxS2GQ,9MnbQg7kfb_WgxoV0hXKSQ,5,2016-07-14,40.1138182155,-88.2076892527
ZT70ZzpVrWl013A-sId3Kw,asCPMMAA1wW3GJvrPA4fTA,2,2009-12-02,40.1105839,-88.2070866
ZT70ZzpVrWl013A-sId3Kw,pVLZQRs67CF4gZCEYCe_3Q,3,2009-12-25,40.128807,-88.197784
ZT70ZzpVrWl013A-sId3Kw,-865Ps6xb3h1LP67JcQ3mA,4,2011-09-29,40.1167919,-88.205811
ZT70ZzpVrWl013A-sId3Kw,RT7C2OY2W675e6qUUrBdsA,3,2013-02-10,40.123643,-88.200627
ZT70ZzpVrWl013A-sId3Kw,UmZdQID7QJoyg2R92mK3HA,5,2010-01-05,40.112708,-88.209446
